SCRAM,WEEK,EST_ST,EST_MSA,PWEIGHT,TBIRTH_YEAR,ABIRTH_YEAR,EGENDER,AGENDER,RHISPANIC,AHISPANIC,RRACE,ARACE,EEDUC,AEDUC,MS,THHLD_NUMPER,AHHLD_NUMPER,THHLD_NUMKID,AHHLD_NUMKID,THHLD_NUMADLT,WRKLOSS,EXPCTLOSS,ANYWORK,KINDWORK,RSNNOWRK,UNEMPPAY,PRIFOODSUF,CURFOODSUF,FOODSUFRSN1,FOODSUFRSN2,FOODSUFRSN3,FOODSUFRSN4,FOODSUFRSN5,FREEFOOD,WHEREFREE1,WHEREFREE2,WHEREFREE3,WHEREFREE4,WHEREFREE5,WHEREFREE6,WHEREFREE7,TSPNDFOOD,TSPNDPRPD,FOODCONF,HLTHSTATUS,ANXIOUS,WORRY,INTEREST,DOWN,HLTHINS1,HLTHINS2,HLTHINS3,HLTHINS4,HLTHINS5,HLTHINS6,HLTHINS7,HLTHINS8,DELAY,NOTGET,TENURE,MORTLMTH,MORTCONF,ENROLL1,ENROLL2,ENROLL3,TEACH1,TEACH2,TEACH3,TEACH4,TEACH5,COMPAVAIL,COMP1,COMP2,COMP3,INTRNTAVAIL,INTRNT1,INTRNT2,INTRNT3,TSCHLHRS,TTCH_HRS,INCOME,female,internet_access
V010000005S56050330140112,1,13,12060,1180.1266884,1970,2,1,2,1,2,2,2,6,2,1,4,2,2,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,350,40,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,1,3,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,0,10,4,0,1
V010000005S71050287310113,1,05,NA,2676.3207182,1989,2,1,2,1,2,1,2,5,2,5,1,2,0,2,1,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,50,4,2,1,4,2,1,1,1,2,2,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0
V010000005S96050249140112,1,05,NA,2090.0062479,1975,2,2,2,1,2,2,2,4,2,1,4,2,2,2,2,2,2,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,100,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,3,1,4,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V010000006S11061302140111,1,06,NA,4659.8526028,1983,2,2,2,1,2,1,2,7,2,5,1,2,0,2,1,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,50,4,4,4,4,2,2,1,2,2,2,2,2,2,2,1,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0
V010000006S38060714720113,1,06,31080,46496.421696,1996,2,1,2,1,2,3,2,6,2,5,3,2,0,2,3,1,2,1,2,NA,NA,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,130,130,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0
V010000006S58060683920111,1,06,NA,15094.658107,1964,2,2,2,1,2,1,2,4,2,2,7,2,4,2,3,1,1,2,NA,6,4,2,3,1,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,124,17,2,3,3,4,4,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,3,1,4,1,NA,NA,1,NA,NA,NA,NA,4,NA,NA,1,3,NA,NA,1,1,26,1,1,0
V010000006S97060956620111,1,06,NA,9743.3757022,1940,2,1,2,1,2,1,2,7,2,1,2,2,0,2,2,2,2,2,NA,7,4,1,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,75,70,4,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
V010000006S99060765730111,1,06,NA,45910.479499,1958,2,1,2,1,1,1,2,3,2,1,2,2,0,2,2,1,1,2,NA,12,4,1,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,30,2,3,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0
V010000008S10081371980111,1,48,NA,1053.4499392,1983,2,2,2,1,2,1,2,4,2,3,2,2,0,2,2,1,2,1,2,NA,NA,2,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,68,40,2,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0
V010000008S13080336430111,1,08,NA,2185.1303294,1953,2,1,2,1,2,4,2,7,2,1,3,2,0,2,3,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
V010000008S14080412950113,1,08,NA,1410.63036,1969,2,1,2,1,2,1,2,7,2,1,2,2,0,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,100,4,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0
V010000008S14080864650112,1,48,NA,830.39189804,1974,2,1,2,1,2,1,2,7,2,1,6,2,4,2,2,2,2,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,250,300,4,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,4,1,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,2,NA,1,NA,3,12,6,0,1
V010000008S15080218260111,1,08,NA,1350.731148,1957,2,2,2,1,2,1,2,7,2,1,2,2,0,2,2,2,2,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,0,4,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0
V010000008S17080109180111,1,08,NA,18739.869886,1943,2,1,2,2,2,1,2,1,2,1,2,2,0,2,2,1,1,2,NA,10,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,75,0,3,3,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0
V010000008S31080899020111,1,08,NA,1323.0067424,1943,2,1,2,1,2,1,2,7,2,1,2,2,0,2,2,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,200,4,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,2,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0
V010000008S32081475590113,1,04,38060,711.78868941,1980,2,1,2,1,2,1,2,5,2,5,1,2,0,2,1,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,50,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0
V010000008S34080499060111,1,08,NA,2939.1990425,1996,2,2,2,1,2,1,2,6,2,3,3,2,1,2,2,1,1,1,2,NA,NA,1,2,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,500,60,3,3,2,2,1,2,1,2,2,2,2,2,2,2,NA,2,3,1,4,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,3,NA,1,NA,10,5,2,1,0
V010000008S50080004710113,1,08,NA,1934.1453945,1989,2,2,2,1,2,4,2,6,2,3,4,2,2,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,400,20,3,3,3,3,2,2,1,2,2,2,2,2,2,2,2,2,3,1,3,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,8,40,4,1,1
V010000008S50080810110112,1,08,NA,3019.7499271,1972,2,2,2,1,2,1,2,6,2,1,5,2,0,2,5,1,1,2,NA,6,4,3,3,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50,0,2,5,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
V010000008S50080991910112,1,08,NA,1919.9195032,1992,2,1,2,1,2,2,2,4,2,5,1,2,0,2,1,1,1,2,NA,8,4,3,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,0,1,3,2,3,1,2,2,2,2,2,2,2,2,2,2,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
V010000008S95080129170112,1,08,NA,439.53298851,1978,2,2,2,1,2,1,2,7,2,4,3,2,2,2,1,1,1,2,NA,10,4,1,2,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,75,20,2,2,3,3,3,3,1,1,2,2,2,2,2,2,1,1,2,1,4,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,1,NA,1,NA,1,15,5,1,1
V010000008S95080593760113,1,08,NA,1817.3269777,1979,2,2,2,1,2,1,2,5,2,3,3,2,0,2,3,1,1,1,5,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,0,1,5,4,4,4,4,2,2,2,1,2,2,2,2,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0
V010000008S95080764660112,1,08,NA,1049.3761388,1970,2,2,2,1,2,1,2,6,2,5,2,2,0,2,2,2,2,2,NA,1,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,120,0,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0
V010000008S95080844660111,1,08,NA,1256.1807074,1964,2,1,2,1,2,1,2,7,2,1,2,2,0,2,2,2,2,1,4,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,250,150,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0
V010000008S96080030180113,1,08,NA,2843.809999,1966,2,1,2,1,2,1,2,4,2,1,2,2,0,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,120,2,3,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0
V010000009S10090700300111,1,09,NA,6588.0528926,1991,2,1,2,1,2,1,2,6,2,1,4,2,0,2,4,1,2,2,NA,10,3,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,0,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0
V010000009S10090711200112,1,36,35620,1053.7992511,1985,2,2,2,1,2,1,2,7,2,5,2,2,0,2,2,2,2,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,150,4,1,4,3,2,2,1,2,2,2,2,2,2,2,1,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0
V010000009S11090263980111,1,09,NA,2123.7124809,1947,2,1,2,1,2,1,2,6,2,1,3,2,0,2,3,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,130,30,4,2,2,1,1,2,1,NA,1,NA,1,1,NA,NA,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0
V010000009S30090683930112,1,09,NA,1489.7249337,1961,2,2,2,1,2,1,2,6,2,1,3,2,0,2,3,1,1,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,240,60,4,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0
V010000009S30090774830112,1,09,NA,1643.9926243,1933,2,2,2,1,2,1,2,4,2,5,2,1,1,2,1,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,4,3,1,1,4,1,2,1,1,2,2,2,2,2,1,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0
V010000009S30090956630112,1,53,NA,1900.3328208,1946,2,1,2,1,2,1,2,5,2,1,2,2,0,2,2,2,2,2,NA,7,4,1,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,65,14,4,4,1,1,1,1,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0
V010000009S31090618490111,1,09,NA,2743.6102107,1992,2,2,2,1,2,1,2,5,2,1,3,2,1,2,2,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0
V010000009S31090980290111,1,09,NA,7621.5265835,1955,2,2,2,1,2,1,2,3,2,3,2,2,0,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,75,3,2,1,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,2,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0
V010000009S50090583940112,1,09,NA,7621.5265835,1949,2,2,2,1,2,1,2,3,2,1,2,2,0,2,2,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,0,2,3,2,2,1,1,2,2,1,2,2,2,2,NA,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0
V010000009S70090927550111,1,09,NA,3287.9852486,1944,2,2,2,1,2,1,2,5,2,1,2,2,0,2,2,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,50,20,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V010000009S90090294870113,1,09,NA,1166.886571,1977,2,1,2,1,2,1,2,7,2,1,4,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
V010010000S10100782200111,1,10,NA,384.67752329,1967,2,2,2,1,2,2,2,3,2,3,2,2,1,2,1,2,2,2,NA,12,4,3,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,400,0,2,5,4,4,3,2,2,2,1,1,2,2,2,2,1,2,3,2,1,1,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,2,NA,1,NA,25,40,1,1,1
V010010000S10100820100112,1,10,NA,134.76642937,1985,2,2,2,1,2,1,2,4,2,1,3,2,1,2,2,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,200,75,2,4,4,2,4,4,2,1,1,1,NA,NA,NA,NA,2,2,2,2,2,1,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,NA,20,20,3,1,1
V010010000S10100958800113,1,10,NA,144.78448813,1963,2,2,2,1,2,1,2,4,2,3,1,2,0,2,1,2,2,1,2,NA,NA,2,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,1,4,4,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0
V010010000S50100420140112,1,10,NA,611.74142488,1940,2,1,2,1,2,1,2,3,2,2,2,2,0,2,2,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
V010010000S50100664030111,1,10,NA,110.29276881,1970,2,2,2,1,2,1,2,6,2,1,4,2,1,2,3,1,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,200,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,10,0,8,1,1
V010010000S50100746830111,1,10,NA,1104.8543271,1960,2,1,2,1,2,2,2,5,2,1,3,2,0,2,3,2,2,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,115,150,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0
V010010000S50100949710113,1,10,NA,203.47465084,1968,2,2,2,1,2,1,2,4,2,3,6,2,2,2,4,1,2,1,2,NA,NA,2,2,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,50,0,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,1,NA,NA,1,1,1,NA,NA,3,NA,1,NA,2,NA,1,NA,0,0,4,1,1
V010010002S10121860050111,1,12,NA,2581.864966,1955,2,1,2,1,2,1,2,6,2,1,1,2,0,2,1,1,1,2,NA,7,4,2,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,75,10,4,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0
V010010002S11121679060111,1,12,NA,6341.4019265,1965,2,2,2,1,2,1,2,5,2,1,3,2,1,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,138,100,2,3,1,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
V010010002S13120646310112,1,12,NA,15807.2119,1987,2,2,2,1,2,1,2,5,2,1,3,2,1,2,2,2,1,1,2,NA,NA,1,2,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,20,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0
V010010002S13120737210112,1,12,NA,19832.440374,2001,2,2,2,1,2,1,2,3,2,5,1,2,0,2,1,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V010010002S19120700040112,1,12,NA,16466.899136,1995,2,2,2,2,2,1,2,6,2,1,3,2,0,2,3,2,2,1,2,NA,NA,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,400,30,4,2,3,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V010010002S50121430950113,1,12,NA,40567.310407,1987,2,1,2,1,1,1,2,4,2,5,3,2,1,2,2,1,2,2,NA,9,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,486,60,1,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
V010010002S59120255440112,1,12,NA,3434.7875571,1957,2,1,2,1,2,1,2,5,2,3,1,2,0,1,1,2,2,2,NA,7,NA,2,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
V010010002S59120325540111,1,12,NA,9906.8921531,1976,2,1,2,1,2,3,2,6,2,1,4,2,2,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,0,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,3,5,6,0,1
V010010002S59120416440111,1,12,NA,20960.10921,1972,2,2,2,2,2,1,2,5,2,1,5,2,0,2,5,2,1,2,NA,8,3,2,2,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,100,0,2,4,4,4,4,4,1,2,2,2,2,2,2,2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V010010002S59120993540113,1,53,NA,9438.336566,1980,2,2,2,1,2,1,2,4,2,1,2,2,0,2,2,1,1,1,3,NA,NA,1,2,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,150,100,3,4,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0
V010010002S75120637220112,1,12,NA,5163.7299319,1936,2,1,2,1,2,1,2,7,2,1,2,2,0,2,2,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,20,4,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0
V010010002S79120143740111,1,12,NA,13012.824476,1953,2,1,2,1,2,3,2,7,2,1,6,2,2,2,4,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
V010010002S90121760060111,1,12,NA,5800.3501639,1981,2,1,2,1,2,1,2,6,2,1,3,2,2,2,1,1,2,1,2,NA,NA,2,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,200,100,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,2,6,5,0,1
V010010003S37130143110111,1,13,NA,5229.7116923,1946,2,1,2,1,2,1,2,4,2,1,2,2,0,2,2,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,NA,4,2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0
V010010003S54132914330112,1,13,NA,2941.0102587,1966,2,2,2,1,2,1,2,7,2,1,2,2,0,2,2,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,250,30,4,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0
V010010003S54132995430113,1,13,NA,3489.6682449,1985,2,2,2,1,2,1,2,5,2,5,2,2,0,2,2,1,1,2,NA,12,4,3,2,NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,100,80,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V010010003S58131723720113,1,13,NA,1546.7826415,1979,2,2,2,1,2,1,2,6,2,5,1,2,0,2,1,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,100,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0
V010010003S70132478820112,1,13,NA,3093.5652829,1979,2,2,2,1,2,1,2,7,2,1,4,2,2,2,2,2,2,1,2,NA,NA,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,250,10,4,2,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,4,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,5,10,7,1,1
